page_url,element_index,tag,element_id,class_name,text_length,height,min_height,overflow,has_fixed_height,has_overflow_hidden,wcag_1_4_12_status,wcag_1_4_12_violation,overall_status,html_snippet
https://www.bluecaffeine.com/,37,div,,bt-menu-desktop text-left,54,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-menu-desktop text-left""><ul id=""menu-homepage"" class=""menu""><li id=""menu-item-5046"" class=""menu-item menu-item-type-custom menu-item-object-custom menu-item-5046""><a href=""https://www.bluecaffeine.com/case-studies""><span>CASE STUDIES</span></a></li>
<li id=""menu-item-2751"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-has-children menu-item-2751""><a href="
https://www.bluecaffeine.com/,38,ul,menu-homepage,menu,54,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<ul id=""menu-homepage"" class=""menu""><li id=""menu-item-5046"" class=""menu-item menu-item-type-custom menu-item-object-custom menu-item-5046""><a href=""https://www.bluecaffeine.com/case-studies""><span>CASE STUDIES</span></a></li>
<li id=""menu-item-2751"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-has-children menu-item-2751""><a href=""https://www.bluecaffeine.com/services/"
https://www.bluecaffeine.com/,39,li,menu-item-5046,menu-item menu-item-type-custom menu-item-object-custom menu-item-5046,12,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<li id=""menu-item-5046"" class=""menu-item menu-item-type-custom menu-item-object-custom menu-item-5046""><a href=""https://www.bluecaffeine.com/case-studies""><span>CASE STUDIES</span></a></li>"
https://www.bluecaffeine.com/,40,a,,,12,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<a href=""https://www.bluecaffeine.com/case-studies""><span>CASE STUDIES</span></a>"
https://www.bluecaffeine.com/,41,li,menu-item-2751,menu-item menu-item-type-post_type menu-item-object-page menu-item-has-children menu-item-2751,8,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<li id=""menu-item-2751"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-has-children menu-item-2751""><a href=""https://www.bluecaffeine.com/services/""><span>SERVICES</span></a>
<ul class=""sub-menu sub-menu-has-icons"" style="""">
	<li id=""menu-item-4029"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-has-icon menu-item-4029""><a href=""https://www.blu"
https://www.bluecaffeine.com/,42,a,,,8,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<a href=""https://www.bluecaffeine.com/services/""><span>SERVICES</span></a>"
https://www.bluecaffeine.com/,43,ul,,sub-menu sub-menu-has-icons,214,auto,0px,visible,False,False,PASSED,,PASSED,"<ul class=""sub-menu sub-menu-has-icons"" style="""">
	<li id=""menu-item-4029"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-has-icon menu-item-4029""><a href=""https://www.bluecaffeine.com/marketing-services-for-amazon/""><i class=""fa fa-angle-double-right""></i><span>Marketing Services for Amazon</span></a></li>
	<li id=""menu-item-2520"" class=""menu-item menu-item-type-custom "
https://www.bluecaffeine.com/,44,li,menu-item-2540,menu-item menu-item-type-post_type menu-item-object-page menu-item-2540,4,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<li id=""menu-item-2540"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-2540""><a href=""https://www.bluecaffeine.com/blog-home/""><span>BLOG</span></a></li>"
https://www.bluecaffeine.com/,45,a,,,4,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<a href=""https://www.bluecaffeine.com/blog-home/""><span>BLOG</span></a>"
https://www.bluecaffeine.com/,46,li,menu-item-2006,menu-item menu-item-type-custom menu-item-object-custom current-menu-item current_page_item menu-item-home menu-item-2006,7,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<li id=""menu-item-2006"" class=""menu-item menu-item-type-custom menu-item-object-custom current-menu-item current_page_item menu-item-home menu-item-2006""><a href=""https://www.bluecaffeine.com/#contact-us""><span>CONTACT</span></a></li>"
https://www.bluecaffeine.com/,47,a,,,7,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<a href=""https://www.bluecaffeine.com/#contact-us""><span>CONTACT</span></a>"
https://www.bluecaffeine.com/,48,li,menu-item-20592,menu-item menu-item-type-post_type menu-item-object-page menu-item-20592,7,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<li id=""menu-item-20592"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-20592""><a href=""https://www.bluecaffeine.com/ai-labs/""><span>AI LABS</span></a></li>"
https://www.bluecaffeine.com/,49,a,,,7,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<a href=""https://www.bluecaffeine.com/ai-labs/""><span>AI LABS</span></a>"
https://www.bluecaffeine.com/,50,li,menu-item-20591,menu-item menu-item-type-post_type menu-item-object-page menu-item-20591,10,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<li id=""menu-item-20591"" class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-20591""><a href=""https://www.bluecaffeine.com/ai-chatbot/""><span>AI CHATBOT</span></a></li>"
https://www.bluecaffeine.com/,51,a,,,10,80px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<a href=""https://www.bluecaffeine.com/ai-chatbot/""><span>AI CHATBOT</span></a>"
https://www.bluecaffeine.com/,52,div,,bt-header-stick,54,60px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-header-stick"">

		<div class=""bt-subheader"">
			<div class=""bt-subheader-inner container"">
				<div class=""bt-subheader-cell bt-left"">
					<div class=""bt-content text-left"">
						<a href=""https://www.bluecaffeine.com/""><img class=""logo lazyloaded"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2022/12/BC-WHITE-Hat-1-2.png"" alt=""Logo"" data-l"
https://www.bluecaffeine.com/,53,div,,bt-subheader,54,60px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-subheader"">
			<div class=""bt-subheader-inner container"">
				<div class=""bt-subheader-cell bt-left"">
					<div class=""bt-content text-left"">
						<a href=""https://www.bluecaffeine.com/""><img class=""logo lazyloaded"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2022/12/BC-WHITE-Hat-1-2.png"" alt=""Logo"" data-ll-status=""loaded""><noscript><img "
https://www.bluecaffeine.com/,54,div,,bt-subheader-inner container,54,60px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-subheader-inner container"">
				<div class=""bt-subheader-cell bt-left"">
					<div class=""bt-content text-left"">
						<a href=""https://www.bluecaffeine.com/""><img class=""logo lazyloaded"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2022/12/BC-WHITE-Hat-1-2.png"" alt=""Logo"" data-ll-status=""loaded""><noscript><img class=""logo"" style=""height: 60"
https://www.bluecaffeine.com/,55,div,,bt-subheader-cell bt-left,0,60px,auto,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-subheader-cell bt-left"">
					<div class=""bt-content text-left"">
						<a href=""https://www.bluecaffeine.com/""><img class=""logo lazyloaded"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2022/12/BC-WHITE-Hat-1-2.png"" alt=""Logo"" data-ll-status=""loaded""><noscript><img class=""logo"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine"
https://www.bluecaffeine.com/,56,div,,bt-content text-left,0,60px,auto,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-content text-left"">
						<a href=""https://www.bluecaffeine.com/""><img class=""logo lazyloaded"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2022/12/BC-WHITE-Hat-1-2.png"" alt=""Logo"" data-ll-status=""loaded""><noscript><img class=""logo"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2022/12/BC-WHITE-Hat-"
https://www.bluecaffeine.com/,57,img,,logo lazyloaded,0,60px,0px,clip,True,True,FAILED,1.4.12: Fixed height with overflow hidden may clip text when spacing is increased.,FAILED,"<img class=""logo lazyloaded"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2022/12/BC-WHITE-Hat-1-2.png"" alt=""Logo"" data-ll-status=""loaded"">"
https://www.bluecaffeine.com/,58,noscript,,,148,auto,0px,visible,False,False,PASSED,,PASSED,"<noscript><img class=""logo"" style=""height: 60px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2022/12/BC-WHITE-Hat-1-2.png"" alt=""Logo""/></noscript>"
https://www.bluecaffeine.com/,59,div,,bt-subheader-cell bt-right,54,50px,auto,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-subheader-cell bt-right"">
					<div class=""bt-content text-right"">
						<div class=""bt-menu-desktop text-left""><ul id=""menu-homepage-1"" class=""menu""><li class=""menu-item menu-item-type-custom menu-item-object-custom menu-item-5046""><a href=""https://www.bluecaffeine.com/case-studies""><span>CASE STUDIES</span></a></li>
<li class=""menu-item menu-item-type-post_type menu-item-object-pa"
https://www.bluecaffeine.com/,60,div,,bt-content text-right,54,50px,auto,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-content text-right"">
						<div class=""bt-menu-desktop text-left""><ul id=""menu-homepage-1"" class=""menu""><li class=""menu-item menu-item-type-custom menu-item-object-custom menu-item-5046""><a href=""https://www.bluecaffeine.com/case-studies""><span>CASE STUDIES</span></a></li>
<li class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-has-children menu-item-2751""><a h"
https://www.bluecaffeine.com/,61,div,,bt-menu-desktop text-left,54,50px,0px,visible,True,False,WARNING,1.4.12: Fixed height may cause clipping when text spacing increases.,WARNING,"<div class=""bt-menu-desktop text-left""><ul id=""menu-homepage-1"" class=""menu""><li class=""menu-item menu-item-type-custom menu-item-object-custom menu-item-5046""><a href=""https://www.bluecaffeine.com/case-studies""><span>CASE STUDIES</span></a></li>
<li class=""menu-item menu-item-type-post_type menu-item-object-page menu-item-has-children menu-item-2751""><a href=""https://www.bluecaffeine.com/services"
