Image,Image Path,Text,Foreground Color,Background Color,Contrast Ratio,AA Normal,AA Large,AAA Normal,AAA Large
img_50035d4ff635.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_50035d4ff635.png,PREMIER 2025,#dcddde,#666c71,3.91,False,True,False,False
img_50035d4ff635.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_50035d4ff635.png,PREMIER 2025,#dcddde,#656b70,3.97,False,True,False,False
img_50035d4ff635.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_50035d4ff635.png,PREMIER 2025,#dcddde,#666b71,3.95,False,True,False,False
img_26a2001138b5.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_26a2001138b5.png,AI,#010101,#c6dbf6,14.77,True,True,True,True
img_26a2001138b5.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_26a2001138b5.png,AI,#010101,#9cadc2,9.11,True,True,True,True
img_26a2001138b5.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_26a2001138b5.png,AI,#010101,#b6cae2,12.46,True,True,True,True
img_080122a96503.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_080122a96503.png,Ed,#202833,#d2e3f1,11.32,True,True,True,True
img_080122a96503.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_080122a96503.png,Ed,#202833,#d2e3f1,11.32,True,True,True,True
img_080122a96503.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_080122a96503.png,Ed,#202833,#d2e3f1,11.32,True,True,True,True
img_40a125f653e4.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_40a125f653e4.png,S,#dd877e,#fffffe,2.68,False,False,False,False
img_40a125f653e4.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_40a125f653e4.png,S,#dd877e,#fcfbf8,2.59,False,False,False,False
img_40a125f653e4.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_40a125f653e4.png,S,#dd877e,#f9fcfd,2.6,False,False,False,False
img_531f0f9ca879.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_531f0f9ca879.png,#4,#222a35,#d2e3f1,11.03,True,True,True,True
img_531f0f9ca879.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_531f0f9ca879.png,#4,#222a35,#d2e3f1,11.03,True,True,True,True
img_531f0f9ca879.png,/app/crawled_images/bluecaffeine_com_0324_1139/informative/img_531f0f9ca879.png,#4,#222a35,#d2e3f1,11.03,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,We help businesses plan;,#eceded,#202833,12.67,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,We help businesses plan;,#eceded,#202833,12.67,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,We help businesses plan;,#eceded,#202833,12.67,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,implement and optimize,#edeeef,#202833,12.8,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,implement and optimize,#edeeef,#202833,12.8,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,implement and optimize,#edeeef,#202833,12.8,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,marketing strategies on,#eeeff0,#202833,12.91,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,marketing strategies on,#eeeff0,#202833,12.91,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,marketing strategies on,#eeeff0,#202833,12.91,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,Amazon;,#eeeeef,#202833,12.82,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,Amazon;,#eeeeef,#202833,12.82,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,Amazon;,#eeeeef,#202833,12.82,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,maximum,#e8e9ea,#1f2833,12.26,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,maximum,#e8e9ea,#202833,12.23,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,maximum,#e8e9ea,#202833,12.23,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,return on ad,#f3f3f4,#202833,13.4,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,return on ad,#f3f3f4,#202833,13.4,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,return on ad,#f3f3f4,#202833,13.4,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,spend:,#eeeeef,#202833,12.82,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,spend:,#eeeeef,#202833,12.82,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,spend:,#eeeeef,#202833,12.82,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,driving,#ecedee,#202833,12.68,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,driving,#ecedee,#202833,12.68,True,True,True,True
img_8f43a31f6457.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_8f43a31f6457.png,driving,#ecedee,#202833,12.68,True,True,True,True
img_3e75b7986211.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_3e75b7986211.png,SEO,#f9f9f9,#505050,7.66,True,True,True,True
img_3e75b7986211.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_3e75b7986211.png,SEO,#f9f9f9,#6f6f6f,4.77,True,True,False,True
img_3e75b7986211.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_3e75b7986211.png,SEO,#f9f9f9,#5b5b5b,6.45,True,True,False,True
img_3e75b7986211.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_3e75b7986211.png,LLMO | AEO,#fafafa,#454545,9.19,True,True,True,True
img_3e75b7986211.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_3e75b7986211.png,LLMO | AEO,#fafafa,#1f1f1f,15.79,True,True,True,True
img_3e75b7986211.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_3e75b7986211.png,LLMO | AEO,#fafafa,#777777,4.29,False,True,False,False
img_e69f508c7e6b.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e69f508c7e6b.png,Content Marketing,#f9f9f9,#202833,14.12,True,True,True,True
img_e69f508c7e6b.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e69f508c7e6b.png,Content Marketing,#f9f9f9,#202833,14.12,True,True,True,True
img_e69f508c7e6b.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e69f508c7e6b.png,Content Marketing,#f9f9f9,#202833,14.12,True,True,True,True
img_e67e11f0221f.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e67e11f0221f.png,Website UX/Ul ,#f4f4f4,#141414,16.75,True,True,True,True
img_e67e11f0221f.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e67e11f0221f.png,Website UX/Ul ,#f4f4f4,#444444,8.86,True,True,True,True
img_e67e11f0221f.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e67e11f0221f.png,Website UX/Ul ,#f4f4f4,#636363,5.46,True,True,False,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,CRO,#fbfbfb,#202833,14.36,True,True,True,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,CRO,#fbfbfb,#202833,14.36,True,True,True,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,CRO,#fbfbfb,#202833,14.36,True,True,True,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,(Conversion Rate,#fbfbfb,#1f2833,14.4,True,True,True,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,(Conversion Rate,#fbfbfb,#202833,14.36,True,True,True,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,(Conversion Rate,#fbfbfb,#202833,14.36,True,True,True,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,Optimization),#fbfbfb,#202833,14.36,True,True,True,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,Optimization),#fbfbfb,#202833,14.36,True,True,True,True
img_f7e475cc65b1.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_f7e475cc65b1.png,Optimization),#fbfbfb,#202833,14.36,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,What you cannot measure;,#edeeef,#202833,12.8,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,What you cannot measure;,#edeeef,#202833,12.8,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,What you cannot measure;,#edeeef,#202833,12.8,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,you cannot improve We,#ebeced,#202833,12.57,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,you cannot improve We,#ebeced,#202833,12.57,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,you cannot improve We,#ebeced,#202833,12.57,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,help define marketing KPIs;,#edeeef,#202833,12.8,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,help define marketing KPIs;,#edeeef,#202833,12.8,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,help define marketing KPIs;,#edeeef,#202833,12.8,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,build a measurement,#ecedee,#202833,12.68,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,build a measurement,#ecedee,#202833,12.68,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,build a measurement,#ecedee,#202833,12.68,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,framework__.,#e8e9ea,#202833,12.23,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,framework__.,#e8e9ea,#202833,12.23,True,True,True,True
img_e712abf3876a.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_e712abf3876a.png,framework__.,#e8e9ea,#202833,12.23,True,True,True,True
img_b1a19de6e228.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_b1a19de6e228.png,Social Ads,#fafafa,#1f2833,14.27,True,True,True,True
img_b1a19de6e228.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_b1a19de6e228.png,Social Ads,#fafafa,#202833,14.24,True,True,True,True
img_b1a19de6e228.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_b1a19de6e228.png,Social Ads,#fafafa,#202833,14.24,True,True,True,True
img_9bce52590cf3.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_9bce52590cf3.png,Marketing Analytics,#fafafa,#3d3d3d,10.41,True,True,True,True
img_9bce52590cf3.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_9bce52590cf3.png,Marketing Analytics,#fafafa,#101010,18.23,True,True,True,True
img_9bce52590cf3.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_9bce52590cf3.png,Marketing Analytics,#fafafa,#696969,5.26,True,True,False,True
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Paid Search,#f7f7f7,#848484,3.49,False,True,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Paid Search,#f7f7f7,#7c7c7c,3.9,False,True,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Paid Search,#f7f7f7,#5a5a5a,6.44,True,True,False,True
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,4BO:,#0a0a0a,#2b2b2b,1.4,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,4BO:,#0a0a0a,#5b5b5b,2.92,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,4BO:,#0a0a0a,#414141,1.94,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Google,#818181,#8a8a8a,1.13,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Google,#818181,#888888,1.1,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Google,#818181,#848484,1.04,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,I,#323232,#090909,1.55,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,I,#323232,#0f0f0f,1.5,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,I,#323232,#1e1e1e,1.3,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Aaai,#323232,#0b0b0b,1.54,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Aaai,#323232,#050505,1.59,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,Aaai,#323232,#1d1d1d,1.31,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,0IF,#323232,#090909,1.55,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,0IF,#323232,#0f0f0f,1.5,False,False,False,False
img_0429b619bd82.png,/app/crawled_images/bluecaffeine_com_0324_1139/decorative/img_0429b619bd82.png,0IF,#323232,#242424,1.21,False,False,False,False
img_fff52b8119d2.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_fff52b8119d2.png,Read More,#f7f7f7,#1e252f,14.4,True,True,True,True
img_fff52b8119d2.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_fff52b8119d2.png,Read More,#f7f7f7,#2c333d,11.89,True,True,True,True
img_fff52b8119d2.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_fff52b8119d2.png,Read More,#f7f7f7,#242b35,13.32,True,True,True,True
img_f2fe8248b8fb.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_f2fe8248b8fb.png,Google Partner,#8f9296,#fefefe,3.1,False,True,False,False
img_f2fe8248b8fb.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_f2fe8248b8fb.png,Google Partner,#8f9296,#ffffff,3.13,False,True,False,False
img_f2fe8248b8fb.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_f2fe8248b8fb.png,Google Partner,#8f9296,#ffffff,3.13,False,True,False,False
img_f2fe8248b8fb.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_f2fe8248b8fb.png,PREMIER 2025,#caccce,#666c71,3.3,False,True,False,False
img_f2fe8248b8fb.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_f2fe8248b8fb.png,PREMIER 2025,#caccce,#656b70,3.35,False,True,False,False
img_f2fe8248b8fb.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_f2fe8248b8fb.png,PREMIER 2025,#caccce,#666c71,3.3,False,True,False,False
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,amazon ads,#444d5a,#fefefe,8.48,True,True,True,True
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,amazon ads,#444d5a,#c0c2c5,4.79,True,True,False,True
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,amazon ads,#444d5a,#666c73,1.61,False,False,False,False
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,Verified,#53b0b1,#fefefe,2.54,False,False,False,False
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,Verified,#53b0b1,#ececed,2.17,False,False,False,False
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,Verified,#53b0b1,#d3d5d8,1.74,False,False,False,False
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,partner,#a1a5ab,#fffeff,2.46,False,False,False,False
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,partner,#a1a5ab,#fefefe,2.45,False,False,False,False
img_96f378b4fb6d.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_96f378b4fb6d.png,partner,#a1a5ab,#fffefe,2.46,False,False,False,False
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,SEO Audit Case Study,#f8f8f9,#40444b,9.22,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,SEO Audit Case Study,#f8f8f9,#606369,5.68,True,True,False,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,SEO Audit Case Study,#f8f8f9,#272b32,13.39,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,Customized SEO Audit for a,#f7f7f7,#353c44,10.42,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,Customized SEO Audit for a,#f7f7f7,#272e36,12.81,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,Customized SEO Audit for a,#f7f7f7,#4b5159,7.48,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,prospective client of a creative,#f3f4f4,#232a34,13.12,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,prospective client of a creative,#f3f4f4,#2b323b,11.75,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,prospective client of a creative,#f3f4f4,#333a44,10.42,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,agency,#f4f4f5,#2a323c,11.79,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,agency,#f4f4f5,#202832,13.54,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,agency,#f4f4f5,#262d37,12.63,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,Read More,#f6f7f7,#262e39,12.77,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,Read More,#f6f7f7,#212934,13.67,True,True,True,True
img_61e4d22f5188.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_61e4d22f5188.png,Read More,#f6f7f7,#232b36,13.31,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Profit Case Study,#888c91,#a2a5a9,1.37,False,False,False,False
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Profit Case Study,#888c91,#b2b5b8,1.64,False,False,False,False
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Profit Case Study,#888c91,#f9f9fa,3.22,False,True,False,False
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Profit.co introduced their Objectives &,#f4f4f4,#4a5059,7.39,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Profit.co introduced their Objectives &,#f4f4f4,#6d7279,4.41,False,True,False,False
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Profit.co introduced their Objectives &,#f4f4f4,#2e343d,11.4,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Key Results (OKR) solution in 2018,#f2f2f3,#404750,8.4,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Key Results (OKR) solution in 2018,#f2f2f3,#4b515a,7.15,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Key Results (OKR) solution in 2018,#f2f2f3,#343b44,10.12,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Read More,#f7f7f8,#39404a,9.78,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Read More,#f7f7f8,#313842,11.05,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,Read More,#f7f7f8,#2c343e,11.76,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,1,#1e1e1e,#a4a6a8,6.83,True,True,False,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,1,#1e1e1e,#d2d2d3,11.03,True,True,True,True
img_2963ec2931d5.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_2963ec2931d5.png,1,#1e1e1e,#656668,2.9,False,False,False,False
img_d6ef78a1c92a.png,/app/crawled_images/bluecaffeine_com_0324_1139/functional/images/img_d6ef78a1c92a.png,M,#767779,#09090a,4.44,False,True,False,False
