page_url,element_index,tag,role,element_id,input_type,visible_label,aria_label,aria_labelledby,aria_labelledby_text,title_attr,value_attr,alt_attr,accessible_name,wcag_2_5_3_status,wcag_2_5_3_violation,overall_status,html_snippet
https://www.bluecaffeine.com/,32,A,,,,AI LABS,,,,,,,AI LABS,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/ai-labs/""><span>AI LABS</span></a>"
https://www.bluecaffeine.com/,33,A,,,,AI CHATBOT,,,,,,,AI CHATBOT,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/ai-chatbot/""><span>AI CHATBOT</span></a>"
https://www.bluecaffeine.com/,34,A,,,,"<img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2020/09/BC-WHITE-116.png"" alt=""Logo"">",,,,,,,"<img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2020/09/BC-WHITE-116.png"" alt=""Logo"">",FAILED,"2.5.3: Accessible name ""<img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2020/09/BC-WHITE-116.png"" alt=""Logo"">"" does not contain visible label ""<img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2020/09/BC-WHITE-116.png"" alt=""Logo"">"". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a href=""https://www.bluecaffeine.com/""><img class=""logo"" style=""height: 44px; width: auto;"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Logo"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2020/09/BC-WHITE-116.png""><noscript><img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp"
https://www.bluecaffeine.com/,35,A,,,,"<img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2021/07/BC-WHITE-116.png"" alt=""Logo""/>",,,,,,,"<img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2021/07/BC-WHITE-116.png"" alt=""Logo""/>",FAILED,"2.5.3: Accessible name ""<img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2021/07/BC-WHITE-116.png"" alt=""Logo""/>"" does not contain visible label ""<img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp-content/uploads/2021/07/BC-WHITE-116.png"" alt=""Logo""/>"". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a href=""https://www.bluecaffeine.com/""><img class=""logo"" style=""height: 44px; width: auto;"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Logo"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2021/07/BC-WHITE-116.png""><noscript><img class=""logo"" style=""height: 44px; width: auto;"" src=""https://www.bluecaffeine.com/wp"
https://www.bluecaffeine.com/,36,A,,,,CASE STUDIES,,,,,,,CASE STUDIES,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/case-studies""><span>CASE STUDIES</span></a>"
https://www.bluecaffeine.com/,37,A,,,,SERVICES,,,,,,,SERVICES,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/services/""><i class=""fa fa-angle-right""></i><span>SERVICES</span></a>"
https://www.bluecaffeine.com/,38,A,,,,PR and Media,,,,,,,PR and Media,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/pr-social-media-and-events/""><span>PR and Media</span></a>"
https://www.bluecaffeine.com/,39,A,,,,Amazon Marketing Services,,,,,,,Amazon Marketing Services,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/marketing-services-for-amazon/""><span>Amazon Marketing Services</span></a>"
https://www.bluecaffeine.com/,40,A,,,,Digital Brand Strategy,,,,,,,Digital Brand Strategy,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/strategy/""><span>Digital Brand Strategy</span></a>"
https://www.bluecaffeine.com/,41,A,,,,Search Engine Marketing,,,,,,,Search Engine Marketing,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/search-engine-marketing-3/""><span>Search Engine Marketing</span></a>"
https://www.bluecaffeine.com/,42,A,,,,Social Media Ads,,,,,,,Social Media Ads,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/social-media-ads/""><span>Social Media Ads</span></a>"
https://www.bluecaffeine.com/,43,A,,,,Search Engine Optimization,,,,,,,Search Engine Optimization,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/search-engine-optimization/""><span>Search Engine Optimization</span></a>"
https://www.bluecaffeine.com/,44,A,,,,SaaS  Services,,,,,,,SaaS  Services,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/saas-services/""><span>SaaS  Services</span></a>"
https://www.bluecaffeine.com/,45,A,,,,Analytics,,,,,,,Analytics,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/analytics/""><span>Analytics</span></a>"
https://www.bluecaffeine.com/,46,A,,,,E-mail Marketing,,,,,,,E-mail Marketing,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/e-mail-marketing/""><span>E-mail Marketing</span></a>"
https://www.bluecaffeine.com/,47,A,,,,Conversion Rate Optimization,,,,,,,Conversion Rate Optimization,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/conversion-rate-optimization/""><span>Conversion Rate Optimization</span></a>"
https://www.bluecaffeine.com/,48,A,,,,search engine marketing,,,,,,,search engine marketing,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/search-engine-marketing/""><span>search engine marketing</span></a>"
https://www.bluecaffeine.com/,49,A,,,,BLOG,,,,,,,BLOG,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/blog-home/""><i class=""fa fa-angle-right""></i><span>BLOG</span></a>"
https://www.bluecaffeine.com/,50,A,,,,CONTACT,,,,,,,CONTACT,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/contact-us/""><i class=""fa fa-angle-right""></i><span>CONTACT</span></a>"
https://www.bluecaffeine.com/,51,A,,,,AI LABS,,,,,,,AI LABS,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/ai-labs/""><span>AI LABS</span></a>"
https://www.bluecaffeine.com/,52,A,,,,AI CHATBOT,,,,,,,AI CHATBOT,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/ai-chatbot/""><span>AI CHATBOT</span></a>"
https://www.bluecaffeine.com/,53,A,,,,,,,,,,,,N/A,No visible text label — rule does not apply.,N/A,"<a class=""bt-facebook"" href=""#"">
					</a>"
https://www.bluecaffeine.com/,54,A,,,,,,,,,,,,N/A,No visible text label — rule does not apply.,N/A,"<a class=""bt-linkedin"" href=""#"">
					</a>"
https://www.bluecaffeine.com/,55,A,,,,"<img loading=""lazy"" decoding=""async"" class=""alignnone wp-image-14321 size-full"" src=""https://www.bluecaffeine.com/wp-content/uploads/2025/03/PremierBadgeClickable.png"" alt="""" width=""152"" height=""146""/>",,,,,,,"<img loading=""lazy"" decoding=""async"" class=""alignnone wp-image-14321 size-full"" src=""https://www.bluecaffeine.com/wp-content/uploads/2025/03/PremierBadgeClickable.png"" alt="""" width=""152"" height=""146""/>",FAILED,"2.5.3: Accessible name ""<img loading=""lazy"" decoding=""async"" class=""alignnone wp-image-14321 size-full"" src=""https://www.bluecaffeine.com/wp-content/uploads/2025/03/PremierBadgeClickable.png"" alt="""" width=""152"" height=""146""/>"" does not contain visible label ""<img loading=""lazy"" decoding=""async"" class=""alignnone wp-image-14321 size-full"" src=""https://www.bluecaffeine.com/wp-content/uploads/2025/03/PremierBadgeClickable.png"" alt="""" width=""152"" height=""146""/>"". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a href=""https://www.google.com/partners/agency?id=3026234250"" target=""_blank"" rel=""noopener""><img loading=""lazy"" decoding=""async"" class=""alignnone wp-image-14321 size-full lazyloaded"" src=""https://www.bluecaffeine.com/wp-content/uploads/2025/03/PremierBadgeClickable.png"" alt="""" width=""152"" height=""146"" data-ll-status=""loaded""><noscript><img loading=""lazy"" decoding=""async"" class=""alignnone wp-imag"
https://www.bluecaffeine.com/,56,BUTTON,button,,button,,Previous,,,,,,Previous,N/A,No visible text label — rule does not apply.,N/A,"<button type=""button"" role=""button"" aria-label=""Previous"" style=""color: rgb(51, 51, 51); font-size: 20px;"" class=""slick-prev default slick-arrow""><i class=""ultsl-arrow-left4""></i></button>"
https://www.bluecaffeine.com/,57,BUTTON,button,,button,,Next,,,,,,Next,N/A,No visible text label — rule does not apply.,N/A,"<button type=""button"" role=""button"" aria-label=""Next"" style=""color: rgb(51, 51, 51); font-size: 20px;"" class=""slick-next default slick-arrow""><i class=""ultsl-arrow-right4""></i></button>"
https://www.bluecaffeine.com/,58,A,,,,LEARN MORE,,,,,,,LEARN MORE,PASSED,,PASSED,"<a class=""ubtn-link ult-adjust-bottom-margin ubtn-left ubtn-normal "" href=""https://www.bluecaffeine.com/goof-x-blue-caffeine-partnership/""><button type=""button"" id=""ubtn-5091"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-left   tooltip-69c246b70db92"" data-hover="""" data-border-color="""" data-bg=""#202833"" data-hover-bg="""" data-border-hover="""" data-shado"
https://www.bluecaffeine.com/,59,BUTTON,,ubtn-5091,button,LEARN MORE,,,,,,,LEARN MORE,PASSED,,PASSED,"<button type=""button"" id=""ubtn-5091"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-left   tooltip-69c246b70db92"" data-hover="""" data-border-color="""" data-bg=""#202833"" data-hover-bg="""" data-border-hover="""" data-shadow-hover="""" data-shadow-click=""none"" data-shadow="""" data-shd-shadow="""" data-ultimate-target=""#ubtn-5091"" data-responsive-json-new=""{&quot;fo"
https://www.bluecaffeine.com/,60,A,,,,How to Overcome Common SaaS Marketing Challenges and Drive Growth Through Strategic Campaigns,,,,,,,How to Overcome Common SaaS Marketing Challenges and Drive Growth Through Strategic Campaigns,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/how-to-overcome-common-saas-marketing-challenges-and-drive-growth-through-strategic-campaigns/"">
<img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2025/10/SaaS-1.png""><noscript><img decodin"
https://www.bluecaffeine.com/,61,A,,,,Mastering Prompt Engineering: The Strategic Advantage for Smarter AI,,,,,,,Mastering Prompt Engineering: The Strategic Advantage for Smarter AI,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/mastering-prompt-engineering-the-strategic-advantage-for-smarter-ai/"">
<img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2025/10/Prompt-1.png""><noscript><img decoding=""async"" class="" image"""
https://www.bluecaffeine.com/,62,A,,,,About Customer Journey Mapping Automation,,,,,,,About Customer Journey Mapping Automation,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/about-customer-journey-mapping/""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2025/10/map1-1.png""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffeine.com/wp-co"
https://www.bluecaffeine.com/,63,A,,,,ALL BLOGS,,,,,,,ALL BLOGS,PASSED,,PASSED,"<a class=""ubtn-link ult-adjust-bottom-margin ubtn-center ubtn-normal "" href=""https://www.bluecaffeine.com/blog-home/""><button type=""button"" id=""ubtn-7823"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-center   tooltip-69c246b74ccd3"" data-hover=""#ffffff"" data-border-color="""" data-bg=""#202833"" data-hover-bg="""" data-border-hover="""" data-shadow-hover="""" d"
https://www.bluecaffeine.com/,64,BUTTON,,ubtn-7823,button,ALL BLOGS,,,,,,,ALL BLOGS,PASSED,,PASSED,"<button type=""button"" id=""ubtn-7823"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-center   tooltip-69c246b74ccd3"" data-hover=""#ffffff"" data-border-color="""" data-bg=""#202833"" data-hover-bg="""" data-border-hover="""" data-shadow-hover="""" data-shadow-click=""none"" data-shadow="""" data-shd-shadow="""" data-ultimate-target=""#ubtn-7823"" data-responsive-json-new="""
https://www.bluecaffeine.com/,65,A,,,,"We create a program that suits your needs by establishing new platforms, create a single platform to centralize all social efforts...",,,,,,,"We create a program that suits your needs by establishing new platforms, create a single platform to centralize all social efforts...",FAILED,"2.5.3: Accessible name ""We create a program that suits your needs by establishing new platforms, create a single platform to centralize all social efforts..."" does not contain visible label ""We create a program that suits your needs by establishing new platforms, create a single platform to centralize all social efforts..."". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important;"" href=""https://www.bluecaffeine.com/social-media-ads/"">We create a program that suits your needs by establishing new platforms, create a single platform to centralize all social efforts...</a>"
https://www.bluecaffeine.com/,66,A,,,,"We conduct digital brand audits, competitor research & analysis, SEO compliance, PPC account audits...",,,,,,,"We conduct digital brand audits, competitor research & analysis, SEO compliance, PPC account audits...",FAILED,"2.5.3: Accessible name ""We conduct digital brand audits, competitor research & analysis, SEO compliance, PPC account audits..."" does not contain visible label ""We conduct digital brand audits, competitor research & analysis, SEO compliance, PPC account audits..."". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a style=""font-size: 16px; line-height: 28px; color: #000 !important;"" href=""https://www.bluecaffeine.com/search-engine-marketing/"">We conduct digital brand audits, competitor research &amp; analysis, SEO compliance, PPC account audits...</a>"
https://www.bluecaffeine.com/,67,A,,,,"What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework...",,,,,,,"What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework...",FAILED,"2.5.3: Accessible name ""What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework..."" does not contain visible label ""What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework..."". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important;"" href=""https://www.bluecaffeine.com/analytics/"">What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework...</a>"
https://www.bluecaffeine.com/,68,A,,,,"Enable the industry to understand who you are, what you offer and the impact you have on the industry.",,,,,,,"Enable the industry to understand who you are, what you offer and the impact you have on the industry.",FAILED,"2.5.3: Accessible name ""Enable the industry to understand who you are, what you offer and the impact you have on the industry."" does not contain visible label ""Enable the industry to understand who you are, what you offer and the impact you have on the industry."". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a style=""font-size: 16px; line-height: 28px; color: #000 !important;"" href=""https://www.bluecaffeine.com/search-engine-optimization/"">Enable the industry to understand who you are, what you offer and the impact you have on the industry.</a>"
https://www.bluecaffeine.com/,69,A,,,,"Set yourself up for success with our comprehensive strategy engagements, including customer journey mapping, channel strategy...",,,,,,,"Set yourself up for success with our comprehensive strategy engagements, including customer journey mapping, channel strategy...",FAILED,"2.5.3: Accessible name ""Set yourself up for success with our comprehensive strategy engagements, including customer journey mapping, channel strategy..."" does not contain visible label ""Set yourself up for success with our comprehensive strategy engagements, including customer journey mapping, channel strategy..."". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important;"" href=""https://www.bluecaffeine.com/strategy/"">Set yourself up for success with our comprehensive strategy engagements, including customer journey mapping, channel strategy...</a>"
https://www.bluecaffeine.com/,70,A,,,,"Enable the industry to understand who you are, what you offer and the impact you have on the industry.",,,,,,,"Enable the industry to understand who you are, what you offer and the impact you have on the industry.",FAILED,"2.5.3: Accessible name ""Enable the industry to understand who you are, what you offer and the impact you have on the industry."" does not contain visible label ""Enable the industry to understand who you are, what you offer and the impact you have on the industry."". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a style=""font-size: 16px; line-height: 28px; color: #000 !important;"" href=""https://www.bluecaffeine.com/e-mail-marketing/"">Enable the industry to understand who you are, what you offer and the impact you have on the industry.</a>"
https://www.bluecaffeine.com/,71,A,,,,"We create a program that suits your needs by establishing new platforms, create a single ...",,,,,,,"We create a program that suits your needs by establishing new platforms, create a single ...",FAILED,"2.5.3: Accessible name ""We create a program that suits your needs by establishing new platforms, create a single ..."" does not contain visible label ""We create a program that suits your needs by establishing new platforms, create a single ..."". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important;"" href=""https://www.bluecaffeine.com/conversion-rate-optimization/"">We create a program that suits your needs by establishing new platforms, create a single ...</a>"
https://www.bluecaffeine.com/,72,A,,,,"What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework....",,,,,,,"What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework....",FAILED,"2.5.3: Accessible name ""What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework...."" does not contain visible label ""What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework...."". Speech-input users cannot activate this control by speaking the visible label.",FAILED,"<a style=""font-size: 16px; line-height: 28px; color: #000 !important;"" href=""https://www.bluecaffeine.com/website-and-apps/"">What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework....</a>"
