page_url,element_index,tag,role,element_id,input_type,accessible_name,rendered_width_px,rendered_height_px,padding_top_px,padding_bottom_px,padding_left_px,padding_right_px,is_inline_exception,is_ua_controlled_exception,passes_size,wcag_2_5_8_status,wcag_2_5_8_violation,overall_status,html_snippet
https://www.bluecaffeine.com/,10,A,,,,BLOG,37.0,50.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/blog-home/""><span>BLOG</span></a>"
https://www.bluecaffeine.com/,11,A,,,,CONTACT,65.0,50.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/#contact-us""><span>CONTACT</span></a>"
https://www.bluecaffeine.com/,12,A,,,,AI LABS,49.0,50.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/ai-labs/""><span>AI LABS</span></a>"
https://www.bluecaffeine.com/,13,A,,,,AI CHATBOT,79.0,50.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/ai-chatbot/""><span>AI CHATBOT</span></a>"
https://www.bluecaffeine.com/,14,A,,,,"<img loading=""lazy"" decoding=""async"" class=""alignnone wp-image-14321 size-full"" src=""https://www.blu",152.0,14.0,0.0,0.0,0.0,0.0,False,False,False,FAILED,2.5.8: Interactive target is 152×14 px — height 14 px (need ≥ 24). Increase the element size or add sufficient padding so the total clickable area is at least 24×24 CSS px.,FAILED,"<a href=""https://www.google.com/partners/agency?id=3026234250"" target=""_blank"" rel=""noopener""><img loading=""lazy"" decoding=""async"" class=""alignnone wp-image-14321 size-full lazyloaded"" src=""https://www.bluecaffeine.com/wp-content/uploads/2025/03/PremierBadgeClickable.png"" alt="""" width=""152"" height=""146"" data-ll-status=""loaded""><noscript><img loading=""lazy"" decoding=""async"" class=""alignnone wp-imag"
https://www.bluecaffeine.com/,15,BUTTON,button,,button,Previous,40.0,40.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<button type=""button"" role=""button"" aria-label=""Previous"" style=""color: rgb(51, 51, 51); font-size: 20px;"" class=""slick-prev default slick-arrow""><i class=""ultsl-arrow-left4""></i></button>"
https://www.bluecaffeine.com/,16,BUTTON,button,,button,Next,40.0,40.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<button type=""button"" role=""button"" aria-label=""Next"" style=""color: rgb(51, 51, 51); font-size: 20px;"" class=""slick-next default slick-arrow""><i class=""ultsl-arrow-right4""></i></button>"
https://www.bluecaffeine.com/,17,A,,,,LEARN MORE,128.0,38.41,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a class=""ubtn-link ult-adjust-bottom-margin ubtn-left ubtn-normal "" href=""https://www.bluecaffeine.com/goof-x-blue-caffeine-partnership/""><button type=""button"" id=""ubtn-5276"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-left   tooltip-69c277f2dd101"" data-hover="""" data-border-color="""" data-bg=""#202833"" data-hover-bg="""" data-border-hover="""" data-shado"
https://www.bluecaffeine.com/,18,BUTTON,,ubtn-5276,button,LEARN MORE,128.0,38.41,8.0,8.0,16.0,16.0,False,False,True,PASSED,,PASSED,"<button type=""button"" id=""ubtn-5276"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-left   tooltip-69c277f2dd101"" data-hover="""" data-border-color="""" data-bg=""#202833"" data-hover-bg="""" data-border-hover="""" data-shadow-hover="""" data-shadow-click=""none"" data-shadow="""" data-shd-shadow="""" data-ultimate-target=""#ubtn-5276"" data-responsive-json-new=""{&quot;fo"
https://www.bluecaffeine.com/,19,A,,,,How to Overcome Common SaaS Marketing Challenges and Drive Growth Through Strategic Campaigns,350.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/how-to-overcome-common-saas-marketing-challenges-and-drive-growth-through-strategic-campaigns/"">
<img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2025/10/SaaS-1.png""><noscript><img decodin"
https://www.bluecaffeine.com/,20,A,,,,Mastering Prompt Engineering: The Strategic Advantage for Smarter AI,350.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/mastering-prompt-engineering-the-strategic-advantage-for-smarter-ai/"">
<img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2025/10/Prompt-1.png""><noscript><img decoding=""async"" class="" image"""
https://www.bluecaffeine.com/,21,A,,,,About Customer Journey Mapping Automation,350.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/about-customer-journey-mapping/""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2025/10/map1-1.png""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffeine.com/wp-co"
https://www.bluecaffeine.com/,22,A,,,,ALL BLOGS,115.0,38.41,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a class=""ubtn-link ult-adjust-bottom-margin ubtn-center ubtn-normal "" href=""https://www.bluecaffeine.com/blog-home/""><button type=""button"" id=""ubtn-1034"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-center   tooltip-69c277f2ec20a"" data-hover=""#ffffff"" data-border-color="""" data-bg=""#202833"" data-hover-bg="""" data-border-hover="""" data-shadow-hover="""" d"
https://www.bluecaffeine.com/,23,BUTTON,,ubtn-1034,button,ALL BLOGS,115.0,38.41,8.0,8.0,16.0,16.0,False,False,True,PASSED,,PASSED,"<button type=""button"" id=""ubtn-1034"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-center   tooltip-69c277f2ec20a"" data-hover=""#ffffff"" data-border-color="""" data-bg=""#202833"" data-hover-bg="""" data-border-hover="""" data-shadow-hover="""" data-shadow-click=""none"" data-shadow="""" data-shd-shadow="""" data-ultimate-target=""#ubtn-1034"" data-responsive-json-new="""
https://www.bluecaffeine.com/,24,A,,,,"We create a program that suits your needs by establishing new platforms, create a single platform to",229.0,128.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important;"" href=""https://www.bluecaffeine.com/social-media-ads/"">We create a program that suits your needs by establishing new platforms, create a single platform to centralize all social efforts...</a>"
https://www.bluecaffeine.com/,25,A,,,,"We conduct digital brand audits, competitor research & analysis, SEO compliance, PPC account audits.",222.0,100.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #000 !important;"" href=""https://www.bluecaffeine.com/search-engine-marketing/"">We conduct digital brand audits, competitor research &amp; analysis, SEO compliance, PPC account audits...</a>"
https://www.bluecaffeine.com/,26,A,,,,"What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement fram",231.0,100.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important;"" href=""https://www.bluecaffeine.com/analytics/"">What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework...</a>"
https://www.bluecaffeine.com/,27,A,,,,"Enable the industry to understand who you are, what you offer and the impact you have on the industr",222.0,100.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #000 !important;"" href=""https://www.bluecaffeine.com/search-engine-optimization/"">Enable the industry to understand who you are, what you offer and the impact you have on the industry.</a>"
https://www.bluecaffeine.com/,28,A,,,,"Set yourself up for success with our comprehensive strategy engagements, including customer journey ",226.0,128.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important;"" href=""https://www.bluecaffeine.com/strategy/"">Set yourself up for success with our comprehensive strategy engagements, including customer journey mapping, channel strategy...</a>"
https://www.bluecaffeine.com/,29,A,,,,"Enable the industry to understand who you are, what you offer and the impact you have on the industr",222.0,100.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #000 !important;"" href=""https://www.bluecaffeine.com/e-mail-marketing/"">Enable the industry to understand who you are, what you offer and the impact you have on the industry.</a>"
https://www.bluecaffeine.com/,30,A,,,,"We create a program that suits your needs by establishing new platforms, create a single ...",229.0,72.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important;"" href=""https://www.bluecaffeine.com/conversion-rate-optimization/"">We create a program that suits your needs by establishing new platforms, create a single ...</a>"
https://www.bluecaffeine.com/,31,A,,,,"What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement fram",231.0,100.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #000 !important;"" href=""https://www.bluecaffeine.com/website-and-apps/"">What you cannot measure, you cannot improve. We help define marketing KPIs, build a measurement framework....</a>"
https://www.bluecaffeine.com/,32,A,,,,"We help businesses plan, implement and optimize marketing strategies on Amazon, driving maximum retu",193.0,138.0,10.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a style=""font-size: 16px; line-height: 28px; color: #fff !important; padding-top: 10px;"" href=""https://www.bluecaffeine.com/Marketing-Services-for-Amazon/"">We help businesses plan, implement and optimize marketing strategies on Amazon, driving maximum return on ad spend.</a>"
https://www.bluecaffeine.com/,33,BUTTON,button,,button,1,10.0,10.0,0.0,0.0,0.0,0.0,False,False,False,FAILED,2.5.8: Interactive target is 10×10 px — width 10 px (need ≥ 24) and height 10 px (need ≥ 24). Increase the element size or add sufficient padding so the total clickable area is at least 24×24 CSS px.,FAILED,"<button type=""button"" data-role=""none"" role=""button"" tabindex=""0"">1</button>"
https://www.bluecaffeine.com/,34,BUTTON,button,,button,2,8.0,8.0,0.0,0.0,0.0,0.0,False,False,False,FAILED,2.5.8: Interactive target is 8×8 px — width 8 px (need ≥ 24) and height 8 px (need ≥ 24). Increase the element size or add sufficient padding so the total clickable area is at least 24×24 CSS px.,FAILED,"<button type=""button"" data-role=""none"" role=""button"" tabindex=""0"">2</button>"
https://www.bluecaffeine.com/,35,BUTTON,button,,button,3,8.0,8.0,0.0,0.0,0.0,0.0,False,False,False,FAILED,2.5.8: Interactive target is 8×8 px — width 8 px (need ≥ 24) and height 8 px (need ≥ 24). Increase the element size or add sufficient padding so the total clickable area is at least 24×24 CSS px.,FAILED,"<button type=""button"" data-role=""none"" role=""button"" tabindex=""0"">3</button>"
https://www.bluecaffeine.com/,36,A,,,,"Facebook Case Study
Acute targeting on Facebook using custom audiences",340.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/facebook-case-study/"" tabindex=""0""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2021/04/ia_100000066.png""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffeine.c"
https://www.bluecaffeine.com/,37,A,,,,"SEO Audit Case Study
Customized SEO Audit for a prospective client of a creative agency",340.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/seo-audit-case-study/"" tabindex=""0""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2021/04/seo.jpg""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffeine.com/wp-co"
https://www.bluecaffeine.com/,38,A,,,,"LiveWorld Case Study
Digital Marketing strategy for a social customer experience company",340.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/liveworld-case-study/"" tabindex=""0""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2021/04/social-1.jpg""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffeine.com/"
https://www.bluecaffeine.com/,39,A,,,,"StockSnips Case Study
Email marketing for a Fintech audience ...",340.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/stocksnips-case-study/"" tabindex=""-1""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2021/04/stocksnips.jpg""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffeine."
https://www.bluecaffeine.com/,40,A,,,,"Converge Point Case Study
Bidding on non-branded keywords that you already rank for...",340.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/converge-point-case-study/"" tabindex=""-1""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2021/04/converge.jpg""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffein"
https://www.bluecaffeine.com/,41,A,,,,"3 Phase Strategy-New
How a three-phase strategy helped improve AdWords performance",340.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/3-phase-strategy-new/"" tabindex=""-1""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2021/04/3phase.png""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffeine.com/w"
https://www.bluecaffeine.com/,42,A,,,,"Profit Case Study
Profit.co introduced their Objectives & Key Results (OKR) solution in 2018",340.0,150.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/profit-case-study/"" tabindex=""-1""><img decoding=""async"" class="" image"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"" alt=""Alt text"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2021/07/image-profit-b-w.jpg""><noscript><img decoding=""async"" class="" image"" src=""https://www.bluecaffein"
https://www.bluecaffeine.com/,43,A,,,,VIEW ALL CASE STUDIES,209.0,38.41,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a class=""ubtn-link ult-adjust-bottom-margin ubtn-center ubtn-normal read-more"" href=""https://www.bluecaffeine.com/case-studies/""><button type=""button"" id=""ubtn-8748"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-center   tooltip-69c277f35cd72"" data-hover=""#ffffff"" data-border-color="""" data-bg=""#202833"" data-hover-bg=""#202932"" data-border-hover="""" dat"
https://www.bluecaffeine.com/,44,BUTTON,,ubtn-8748,button,VIEW ALL CASE STUDIES,209.0,38.41,8.0,8.0,16.0,16.0,False,False,True,PASSED,,PASSED,"<button type=""button"" id=""ubtn-8748"" class=""ubtn ult-adjust-bottom-margin ult-responsive ubtn-normal ubtn-no-hover-bg  none  ubtn-center   tooltip-69c277f35cd72"" data-hover=""#ffffff"" data-border-color="""" data-bg=""#202833"" data-hover-bg=""#202932"" data-border-hover="""" data-shadow-hover="""" data-shadow-click=""none"" data-shadow="""" data-shd-shadow="""" data-ultimate-target=""#ubtn-8748"" data-responsive-jso"
https://www.bluecaffeine.com/,45,INPUT,,,submit,SUBMIT NOW,133.0,42.0,8.0,8.0,16.0,16.0,False,False,True,PASSED,,PASSED,"<input type=""submit"" value=""SUBMIT NOW"" class=""wpcf7-form-control wpcf7-submit"">"
https://www.bluecaffeine.com/,46,A,,,,About,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/#about-us""><span>About</span></a>"
https://www.bluecaffeine.com/,47,A,,,,Services,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/services/""><span>Services</span></a>"
https://www.bluecaffeine.com/,48,A,,,,Solutions,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/saas-services/""><span>Solutions</span></a>"
https://www.bluecaffeine.com/,49,A,,,,Blog,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/blog-home/""><span>Blog</span></a>"
https://www.bluecaffeine.com/,50,A,,,,Contact,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/#contact-us""><span>Contact</span></a>"
https://www.bluecaffeine.com/,51,A,,,,Marketing Services for Amazon,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/marketing-services-for-amazon/""><span>Marketing Services for Amazon</span></a>"
https://www.bluecaffeine.com/,52,A,,,,Digital Brand Strategy,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/strategy/""><span>Digital Brand Strategy</span></a>"
https://www.bluecaffeine.com/,53,A,,,,Search Engine Marketing,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/search-engine-marketing/""><span>Search Engine Marketing</span></a>"
https://www.bluecaffeine.com/,54,A,,,,Social Media Ads,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/social-media-ads/""><span>Social Media Ads</span></a>"
https://www.bluecaffeine.com/,55,A,,,,Search Engine Optimization,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/search-engine-optimization/""><span>Search Engine Optimization</span></a>"
https://www.bluecaffeine.com/,56,A,,,,Analytics,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/analytics/""><span>Analytics</span></a>"
https://www.bluecaffeine.com/,57,A,,,,Saas services,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/saas-services/""><span>Saas services</span></a>"
https://www.bluecaffeine.com/,58,A,,,,E-mail Marketing,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/e-mail-marketing/""><span>E-mail Marketing</span></a>"
https://www.bluecaffeine.com/,59,A,,,,Conversion Rate Optimization,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/conversion-rate-optimization/""><span>Conversion Rate Optimization</span></a>"
https://www.bluecaffeine.com/,60,A,,,,Website and Apps,266.25,34.0,0.0,18.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/website-and-apps/""><span>Website and Apps</span></a>"
https://www.bluecaffeine.com/,61,A,,,,+91 9884095151,99.92,14.0,0.0,0.0,0.0,0.0,False,False,False,FAILED,2.5.8: Interactive target is 100×14 px — height 14 px (need ≥ 24). Increase the element size or add sufficient padding so the total clickable area is at least 24×24 CSS px.,FAILED,"<a href=""tel:9884095151"">+91 9884095151</a>"
https://www.bluecaffeine.com/,62,A,,,,connect@bluecaffeine.com,179.73,14.0,0.0,0.0,0.0,0.0,False,False,False,FAILED,2.5.8: Interactive target is 180×14 px — height 14 px (need ≥ 24). Increase the element size or add sufficient padding so the total clickable area is at least 24×24 CSS px.,FAILED,"<a href=""mailto:connect@bluecaffeine.com"">connect@bluecaffeine.com</a>"
https://www.bluecaffeine.com/,63,A,,,,rad@bluecaffeine.com,147.61,14.0,0.0,0.0,0.0,0.0,False,False,False,FAILED,2.5.8: Interactive target is 148×14 px — height 14 px (need ≥ 24). Increase the element size or add sufficient padding so the total clickable area is at least 24×24 CSS px.,FAILED,"<a href=""mailto:rad@bluecaffeine.com"">rad@bluecaffeine.com</a>"
https://www.bluecaffeine.com/,64,A,,,,,56.0,56.0,0.0,8.0,0.0,16.0,False,False,True,PASSED,,PASSED,"<a class=""bt-facebook"" href=""https://www.facebook.com/bluecaffeinedigital/"">
  </a>"
https://www.bluecaffeine.com/,65,A,,,,,56.0,56.0,0.0,8.0,0.0,16.0,False,False,True,PASSED,,PASSED,"<a class=""bt-linkedin"" href=""https://www.linkedin.com/company/bluecaffeine/"">
  </a>"
https://www.bluecaffeine.com/,66,A,,,,"<img class=""alignnone size-full wp-image-4101 g-partner-new"" src=""https://www.bluecaffeine.com/wp-co",266.25,124.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.google.com/partners/agency?id=3026234250""><img class=""alignnone size-full wp-image-4101 g-partner-new"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20121%20114'%3E%3C/svg%3E"" alt=""googlepartner"" width=""121"" height=""114"" data-lazy-src=""https://www.bluecaffeine.com/wp-content/uploads/2025/10/92-2.png""><noscript><img class=""alignnone size-f"
https://www.bluecaffeine.com/,67,A,,,,"<img class=""alignnone size-full wp-image-4101"" src=""https://www.bluecaffeine.com/wp-content/uploads/",266.25,80.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://advertising.amazon.com/partners/directory/details/amzn1.ads1.ma1.ezm4diuu0f0t7guc2d0d88o6/Blue-Caffeine-Evisco-Systems-Pvt-Ltd?ref_=prtdrl_shr_cy""><img class=""alignnone size-full wp-image-4101"" src=""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20120%2070'%3E%3C/svg%3E"" alt=""googlepartner"" width=""120"" height=""70"" data-lazy-src=""https://www.bluecaf"
https://www.bluecaffeine.com/,68,A,,,,Terms of Use,111.0,24.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/terms-of-use"">Terms of Use</a>"
https://www.bluecaffeine.com/,69,A,,,,Privacy Policy,77.0,24.0,0.0,0.0,0.0,0.0,False,False,True,PASSED,,PASSED,"<a href=""https://www.bluecaffeine.com/privacy-policy"">Privacy Policy</a>"
