filename,src,url,classification,sub_type,is_logo,is_icon,is_button,is_functional,is_decorative,alt_text,title,has_ocr_text,detected_text,contrast_violations_count,wcag_1_1_1_status,wcag_4_1_2_status,wcag_1_4_5_status,wcag_1_4_11_status,overall_status,wcag_1_1_1_reason,wcag_4_1_2_reason,wcag_1_4_5_reason,wcag_1_4_11_reason,screenshot_path
img_bd4cad41e116.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-145-1.png,https://www.bluecaffeine.com/,informative,succinct_information,False,False,False,False,False,img-2,,False,,0,PASSED,N/A,PASSED,INCOMPLETE,PASSED,PASS [1.1.1] No OCR text detected; alt is non-empty (manual review recommended),N/A — not a functional image,PASS [1.4.5] No text detected in image,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/informative/img_bd4cad41e116.png
img_080122a96503.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-145-2.png,https://www.bluecaffeine.com/,informative,succinct_information,False,False,False,False,False,img-2,,True,Ed,0,PASSED,N/A,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] OCR tokens too short to match; alt is non-empty,N/A — not a functional image,FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/informative/img_080122a96503.png
img_531f0f9ca879.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-145-3.png,https://www.bluecaffeine.com/,informative,succinct_information,False,False,False,False,False,img-1,,True,#4,0,PASSED,N/A,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] OCR tokens too short to match; alt is non-empty,N/A — not a functional image,FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/informative/img_531f0f9ca879.png
img_187548361dda.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-145-4.png,https://www.bluecaffeine.com/,informative,succinct_information,False,False,False,False,False,img-5,,False,,0,PASSED,N/A,PASSED,INCOMPLETE,PASSED,PASS [1.1.1] No OCR text detected; alt is non-empty (manual review recommended),N/A — not a functional image,PASS [1.4.5] No text detected in image,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/informative/img_187548361dda.png
img_77264935933d.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Mask-group.png,https://www.bluecaffeine.com/,complex,charts,False,False,False,False,False,case-study-img-1,,False,,0,PASSED,N/A,PASSED,INCOMPLETE,PASSED,PASS [1.1.1] Complex image has alt: 'case-study-img-1',N/A — not a functional image,PASS [1.4.5] No text detected in image,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/complex/charts/img_77264935933d.png
img_9b2c9335e55f.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Mask-group-1.png,https://www.bluecaffeine.com/,complex,charts,False,False,False,False,False,case-study-img-2,,True,MARLYAMA,1,PASSED,N/A,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Complex image has alt: 'case-study-img-2',N/A — not a functional image,FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/complex/charts/img_9b2c9335e55f.png
img_b4eccaf66230.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/SaaS-1.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,How to Overcome | ommon | SaaS Marketing Challenges | and Drive Growth Through | Strategic Campaigns,1,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_b4eccaf66230.png
img_8eeca7ce6279.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Prompt-1.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,MASTERING | PROMPT | ENGINEERING | Mastering Prompt | Engineering: The Strategic | Advantage for Smarter AI,0,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_8eeca7ce6279.png
img_5ed95942e26a.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/map1-1.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,About Customer Journey | Mapping Automation,0,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_5ed95942e26a.png
img_b1a19de6e228.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-88.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,Social Ads,0,FAILED,N/A,N/A,INCOMPLETE,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_b1a19de6e228.png
img_0429b619bd82.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-89.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,Paid Search | 4BO: | Google | I | Aaai | 0IF,6,FAILED,N/A,N/A,INCOMPLETE,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_0429b619bd82.png
img_e712abf3876a.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-90.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,What you cannot measure; | you cannot improve We | help define marketing KPIs; | build a measurement | framework__.,0,FAILED,N/A,N/A,INCOMPLETE,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_e712abf3876a.png
img_3e75b7986211.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-95.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,SEO | LLMO | AEO,0,FAILED,N/A,N/A,INCOMPLETE,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_3e75b7986211.png
img_e69f508c7e6b.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-91.png,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,True,Content Marketing,0,PASSED,N/A,N/A,INCOMPLETE,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_e69f508c7e6b.png
img_9bce52590cf3.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-96.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,Marketing Analytics,0,FAILED,N/A,N/A,INCOMPLETE,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_9bce52590cf3.png
img_f7e475cc65b1.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-92.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,CRO | (Conversion Rate | Optimization),0,FAILED,N/A,N/A,INCOMPLETE,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_f7e475cc65b1.png
img_e67e11f0221f.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-97.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,Website UX/Ul ,0,FAILED,N/A,N/A,INCOMPLETE,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_e67e11f0221f.png
img_8f43a31f6457.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-94.png,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,True,We help businesses plan; | implement and optimize | marketing strategies on | Amazon; | maximum | return on ad | spend: | driving,0,PASSED,N/A,N/A,INCOMPLETE,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_8f43a31f6457.png
img_3e8565588ae0.png,https://www.bluecaffeine.com/wp-content/uploads/2020/09/1-1-150x150-1-e1604563284815.png,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,False,,0,PASSED,N/A,N/A,INCOMPLETE,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_3e8565588ae0.png
img_de84ba2f6258.png,https://www.bluecaffeine.com/wp-content/uploads/2020/09/ia_100000082@2x.png,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,False,,0,PASSED,N/A,N/A,INCOMPLETE,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_de84ba2f6258.png
img_44792a7e0b01.png,https://www.bluecaffeine.com/wp-content/uploads/2020/09/rav-150x150-1.jpg,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,False,,0,PASSED,N/A,N/A,INCOMPLETE,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,N/A — decorative images are not evaluated for 1.4.5,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/decorative/img_44792a7e0b01.png
img_36c73b57ce4e.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/ia_100000066.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,focebook | Facebook Case Study | Acute targeting on Facebook using | custom audiences | Read More | < | D | avoru | Aametoul,4,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_36c73b57ce4e.png
img_fff52b8119d2.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Group-63.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,,,True,Read More,0,FAILED,FAILED,FAILED,INCOMPLETE,FAILED,FAIL [1.1.1] Button has empty/missing accessible name,FAIL [4.1.2] No accessible name found. alt='',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_fff52b8119d2.png
img_61e4d22f5188.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/seo.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,SEO Audit Case Study | Customized SEO Audit for a | prospective client of a creative | agency | Read More,0,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_61e4d22f5188.png
img_d1e39ff7ad4f.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/social-1.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,LiveWorld Case Study | Digital Marketing strategy for a social | customer experience company | Read More | asn | Social,1,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_d1e39ff7ad4f.png
img_69d1e9b9866a.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/stocksnips.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,StockSnips Case Study | Email marketing for @ Fintech | audience | Read More,1,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_69d1e9b9866a.png
img_d6ef78a1c92a.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/converge.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,M | Converge Point Case Study | Bidding on non-branded keywords | that you already rank for. | Read More,1,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_d6ef78a1c92a.png
img_2a0b559d4875.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/3phase.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,3 Phase Strategy-New | How a three-phase strategy helped | improve AdWords performance | Read More,1,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_2a0b559d4875.png
img_2963ec2931d5.png,https://www.bluecaffeine.com/wp-content/uploads/2021/07/image-profit-b-w.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,Profit Case Study | Profit.co introduced their Objectives & | Key Results (OKR) solution in 2018 | Read More | 1,1,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_2963ec2931d5.png
img_f2fe8248b8fb.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/92-2.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,googlepartner,,True,Google Partner | PREMIER 2025,2,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'googlepartner' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'googlepartner',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_f2fe8248b8fb.png
img_96f378b4fb6d.png,https://www.bluecaffeine.com/wp-content/uploads/2024/12/ads-footer.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,googlepartner,,True,amazon ads | Verified | partner,2,PASSED,PASSED,FAILED,INCOMPLETE,FAILED,PASS [1.1.1] Button alt is non-empty: 'googlepartner' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'googlepartner',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,N/A — 1.4.11 applies to UI components (buttons/icons),crawled_images/bluecaffeine_com_0324_1111/functional/images/img_96f378b4fb6d.png
btn_e6ba781f6376.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,Previous,Previous,False,,0,PASSED,PASSED,PASSED,INCOMPLETE,PASSED,PASS [1.1.1] Button alt describes action: 'Previous',PASS [4.1.2] Accessible name is present and meaningful: 'Previous',PASS [1.4.5] No text detected in image,INCOMPLETE [1.4.11] No OCR contrast data available — manual check required,crawled_images/bluecaffeine_com_0324_1111/functional/buttons/btn_e6ba781f6376.png
btn_477a79c4baed.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,Next,Next,False,,0,PASSED,PASSED,PASSED,INCOMPLETE,PASSED,PASS [1.1.1] Button alt describes action: 'Next',PASS [4.1.2] Accessible name is present and meaningful: 'Next',PASS [1.4.5] No text detected in image,INCOMPLETE [1.4.11] No OCR contrast data available — manual check required,crawled_images/bluecaffeine_com_0324_1111/functional/buttons/btn_477a79c4baed.png
btn_9e3e494cf9c2.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,LEARN MORE,LEARN MORE,True,LEARN MORE,0,PASSED,PASSED,FAILED,PASSED,FAILED,PASS [1.1.1] Button alt contains action word(s) ['more']: 'LEARN MORE',PASS [4.1.2] Accessible name is present and meaningful: 'LEARN MORE',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,PASS [1.4.11] Non-text contrast ratio 14.86:1 meets the 3:1 minimum.,crawled_images/bluecaffeine_com_0324_1111/functional/buttons/btn_9e3e494cf9c2.png
btn_dfbf6654e32b.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,LEARN MORE,LEARN MORE,True,LEARN MORE,0,PASSED,PASSED,FAILED,PASSED,FAILED,PASS [1.1.1] Button alt contains action word(s) ['more']: 'LEARN MORE',PASS [4.1.2] Accessible name is present and meaningful: 'LEARN MORE',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,PASS [1.4.11] Non-text contrast ratio 14.86:1 meets the 3:1 minimum.,crawled_images/bluecaffeine_com_0324_1111/functional/buttons/btn_dfbf6654e32b.png
btn_ec613b7ad9fe.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,ALL BLOGS,ALL BLOGS,True,ALL BLOGS,0,PASSED,PASSED,FAILED,PASSED,FAILED,PASS [1.1.1] Button alt is non-empty: 'ALL BLOGS' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'ALL BLOGS',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,PASS [1.4.11] Non-text contrast ratio 14.86:1 meets the 3:1 minimum.,crawled_images/bluecaffeine_com_0324_1111/functional/buttons/btn_ec613b7ad9fe.png
btn_3d67662ab539.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,ALL BLOGS,ALL BLOGS,True,ALL BLOGS,0,PASSED,PASSED,FAILED,PASSED,FAILED,PASS [1.1.1] Button alt is non-empty: 'ALL BLOGS' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'ALL BLOGS',FAIL [1.4.5] Image contains text — replace with real CSS-styled text. Only logos and essential-presentation images are exempt.,PASS [1.4.11] Non-text contrast ratio 14.86:1 meets the 3:1 minimum.,crawled_images/bluecaffeine_com_0324_1111/functional/buttons/btn_3d67662ab539.png
