filename,src,url,classification,sub_type,is_logo,is_icon,is_button,is_functional,is_decorative,alt_text,title,has_ocr_text,detected_text,contrast_violations_count,wcag_1_1_1_status,wcag_4_1_2_status,overall_status,wcag_1_1_1_reason,wcag_4_1_2_reason,screenshot_path
img_187548361dda.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-145-4.png,https://www.bluecaffeine.com/,informative,succinct_information,False,False,False,False,False,img-5,,False,,0,PASSED,N/A,PASSED,PASS [1.1.1] No OCR text detected; alt is non-empty (manual review recommended),N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/informative/img_187548361dda.png
img_77264935933d.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Mask-group.png,https://www.bluecaffeine.com/,complex,charts,False,False,False,False,False,case-study-img-1,,False,,0,PASSED,N/A,PASSED,PASS [1.1.1] Complex image has alt: 'case-study-img-1',N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/complex/charts/img_77264935933d.png
img_9b2c9335e55f.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Mask-group-1.png,https://www.bluecaffeine.com/,complex,charts,False,False,False,False,False,case-study-img-2,,True,MARLYAMA,1,PASSED,N/A,PASSED,PASS [1.1.1] Complex image has alt: 'case-study-img-2',N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/complex/charts/img_9b2c9335e55f.png
img_b4eccaf66230.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/SaaS-1.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,How to Overcome | ommon | SaaS Marketing Challenges | and Drive Growth Through | Strategic Campaigns,5,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_b4eccaf66230.png
img_8eeca7ce6279.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Prompt-1.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,MASTERING | PROMPT | ENGINEERING | Mastering Prompt | Engineering: The Strategic | Advantage for Smarter AI,5,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_8eeca7ce6279.png
img_5ed95942e26a.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/map1-1.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,About Customer Journey | Mapping Automation,1,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_5ed95942e26a.png
img_b1a19de6e228.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-88.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,Social Ads,1,FAILED,N/A,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_b1a19de6e228.png
img_0429b619bd82.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-89.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,Paid Search | 4BO: | Google | I | Aaai | 0IF,6,FAILED,N/A,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_0429b619bd82.png
img_e712abf3876a.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-90.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,What you cannot measure; | you cannot improve We | help define marketing KPIs; | build a measurement | framework__.,5,FAILED,N/A,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_e712abf3876a.png
img_3e75b7986211.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-95.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,SEO | LLMO | AEO,2,FAILED,N/A,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_3e75b7986211.png
img_e69f508c7e6b.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-91.png,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,True,Content Marketing,1,PASSED,N/A,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_e69f508c7e6b.png
img_9bce52590cf3.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-96.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,Marketing Analytics,0,FAILED,N/A,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_9bce52590cf3.png
img_f7e475cc65b1.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-92.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,CRO | (Conversion Rate | Optimization),3,FAILED,N/A,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_f7e475cc65b1.png
img_e67e11f0221f.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-97.png,https://www.bluecaffeine.com/,decorative,missing_alt,False,False,False,False,True,,,True,Website UX/Ul ,0,FAILED,N/A,FAILED,FAIL [1.1.1] Alt attribute is completely missing — every <img> must have an alt attribute (WCAG violation).,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_e67e11f0221f.png
img_8f43a31f6457.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Frame-94.png,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,True,We help businesses plan; | implement and optimize | marketing strategies on | Amazon; | maximum | return on ad | spend: | driving,8,PASSED,N/A,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_8f43a31f6457.png
img_3e8565588ae0.png,https://www.bluecaffeine.com/wp-content/uploads/2020/09/1-1-150x150-1-e1604563284815.png,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,False,,0,PASSED,N/A,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_3e8565588ae0.png
img_de84ba2f6258.png,https://www.bluecaffeine.com/wp-content/uploads/2020/09/ia_100000082@2x.png,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,False,,0,PASSED,N/A,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_de84ba2f6258.png
img_44792a7e0b01.png,https://www.bluecaffeine.com/wp-content/uploads/2020/09/rav-150x150-1.jpg,https://www.bluecaffeine.com/,decorative,decorative,False,False,False,False,True,,,False,,0,PASSED,N/A,PASSED,PASS [1.1.1] Decorative image correctly has empty alt,N/A — not a functional image,crawled_images/bluecaffeine_com_0324_0521/decorative/img_44792a7e0b01.png
img_36c73b57ce4e.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/ia_100000066.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,focebook | Facebook Case Study | Acute targeting on Facebook using | custom audiences | Read More | < | D | avoru | Aametoul,7,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_36c73b57ce4e.png
img_fff52b8119d2.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/Group-63.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,,,True,Read More,0,FAILED,FAILED,FAILED,FAIL [1.1.1] Button has empty/missing accessible name,FAIL [4.1.2] No accessible name found. alt='',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_fff52b8119d2.png
img_61e4d22f5188.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/seo.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,SEO Audit Case Study | Customized SEO Audit for a | prospective client of a creative | agency | Read More,4,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_61e4d22f5188.png
img_d1e39ff7ad4f.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/social-1.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,LiveWorld Case Study | Digital Marketing strategy for a social | customer experience company | Read More | asn | Social,5,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_d1e39ff7ad4f.png
img_69d1e9b9866a.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/stocksnips.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,StockSnips Case Study | Email marketing for @ Fintech | audience | Read More,4,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_69d1e9b9866a.png
img_d6ef78a1c92a.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/converge.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,M | Converge Point Case Study | Bidding on non-branded keywords | that you already rank for. | Read More,4,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_d6ef78a1c92a.png
img_2a0b559d4875.png,https://www.bluecaffeine.com/wp-content/uploads/2021/04/3phase.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,3 Phase Strategy-New | How a three-phase strategy helped | improve AdWords performance | Read More,4,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_2a0b559d4875.png
img_2963ec2931d5.png,https://www.bluecaffeine.com/wp-content/uploads/2021/07/image-profit-b-w.jpg,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,Alt text,,True,Profit Case Study | Profit.co introduced their Objectives & | Key Results (OKR) solution in 2018 | Read More | 1,5,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'Alt text' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'Alt text',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_2963ec2931d5.png
img_f2fe8248b8fb.png,https://www.bluecaffeine.com/wp-content/uploads/2025/10/92-2.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,googlepartner,,True,Google Partner | PREMIER 2025,2,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'googlepartner' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'googlepartner',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_f2fe8248b8fb.png
img_96f378b4fb6d.png,https://www.bluecaffeine.com/wp-content/uploads/2024/12/ads-footer.png,https://www.bluecaffeine.com/,functional,images,False,False,False,True,False,googlepartner,,True,amazon ads | Verified | partner,3,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'googlepartner' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'googlepartner',crawled_images/bluecaffeine_com_0324_0521/functional/images/img_96f378b4fb6d.png
btn_e6ba781f6376.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,Previous,Previous,False,,0,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt describes action: 'Previous',PASS [4.1.2] Accessible name is present and meaningful: 'Previous',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_e6ba781f6376.png
btn_477a79c4baed.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,Next,Next,False,,0,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt describes action: 'Next',PASS [4.1.2] Accessible name is present and meaningful: 'Next',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_477a79c4baed.png
btn_6eb2dd842a42.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,LEARN MORE,LEARN MORE,True,LEARN MORE,1,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt contains action word(s) ['more']: 'LEARN MORE',PASS [4.1.2] Accessible name is present and meaningful: 'LEARN MORE',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_6eb2dd842a42.png
btn_7e30bbe2e9bc.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,LEARN MORE,LEARN MORE,True,LEARN MORE,1,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt contains action word(s) ['more']: 'LEARN MORE',PASS [4.1.2] Accessible name is present and meaningful: 'LEARN MORE',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_7e30bbe2e9bc.png
btn_68f50ddfa22d.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,ALL BLOGS,ALL BLOGS,True,ALL BLOGS,1,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'ALL BLOGS' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'ALL BLOGS',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_68f50ddfa22d.png
btn_a4b45366b484.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,ALL BLOGS,ALL BLOGS,True,ALL BLOGS,1,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt is non-empty: 'ALL BLOGS' (verify it describes the button action),PASS [4.1.2] Accessible name is present and meaningful: 'ALL BLOGS',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_a4b45366b484.png
btn_82b0fb336089.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,VIEW ALL CASE STUDIES,VIEW ALL CASE STUDIES,True,VIEW ALL CASE STUDIES,1,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt contains action word(s) ['view']: 'VIEW ALL CASE STUDIES',PASS [4.1.2] Accessible name is present and meaningful: 'VIEW ALL CASE STUDIES',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_82b0fb336089.png
btn_36dfada26c44.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,VIEW ALL CASE STUDIES,VIEW ALL CASE STUDIES,True,VIEW ALL CASE STUDIES,1,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt contains action word(s) ['view']: 'VIEW ALL CASE STUDIES',PASS [4.1.2] Accessible name is present and meaningful: 'VIEW ALL CASE STUDIES',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_36dfada26c44.png
btn_514ad59caf58.png,https://www.bluecaffeine.com/,https://www.bluecaffeine.com/,functional,buttons,False,False,True,True,False,SUBMIT NOW,SUBMIT NOW,True,SUBMIT NOW,1,PASSED,PASSED,PASSED,PASS [1.1.1] Button alt contains action word(s) ['submit']: 'SUBMIT NOW',PASS [4.1.2] Accessible name is present and meaningful: 'SUBMIT NOW',crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_514ad59caf58.png
