src,alt_text,title,classification,sub_type,is_functional,is_decorative,is_complex,is_logo,is_icon,is_button,screenshot_path
https://www.bluecaffeine.com/wp-content/uploads/2021/04/stocksnips.jpg,Alt text,,functional,images,True,False,False,False,False,False,crawled_images/bluecaffeine_com_0324_0521/functional/images/img_69d1e9b9866a.png
https://www.bluecaffeine.com/wp-content/uploads/2021/04/converge.jpg,Alt text,,functional,images,True,False,False,False,False,False,crawled_images/bluecaffeine_com_0324_0521/functional/images/img_d6ef78a1c92a.png
https://www.bluecaffeine.com/wp-content/uploads/2021/04/3phase.png,Alt text,,functional,images,True,False,False,False,False,False,crawled_images/bluecaffeine_com_0324_0521/functional/images/img_2a0b559d4875.png
https://www.bluecaffeine.com/wp-content/uploads/2021/07/image-profit-b-w.jpg,Alt text,,functional,images,True,False,False,False,False,False,crawled_images/bluecaffeine_com_0324_0521/functional/images/img_2963ec2931d5.png
https://www.bluecaffeine.com/wp-content/uploads/2025/10/92-2.png,googlepartner,,functional,images,True,False,False,False,False,False,crawled_images/bluecaffeine_com_0324_0521/functional/images/img_f2fe8248b8fb.png
https://www.bluecaffeine.com/wp-content/uploads/2024/12/ads-footer.png,googlepartner,,functional,images,True,False,False,False,False,False,crawled_images/bluecaffeine_com_0324_0521/functional/images/img_96f378b4fb6d.png
https://www.bluecaffeine.com/,Previous,Previous,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_e6ba781f6376.png
https://www.bluecaffeine.com/,Next,Next,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_477a79c4baed.png
https://www.bluecaffeine.com/,LEARN MORE,LEARN MORE,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_6eb2dd842a42.png
https://www.bluecaffeine.com/,LEARN MORE,LEARN MORE,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_7e30bbe2e9bc.png
https://www.bluecaffeine.com/,ALL BLOGS,ALL BLOGS,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_68f50ddfa22d.png
https://www.bluecaffeine.com/,ALL BLOGS,ALL BLOGS,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_a4b45366b484.png
https://www.bluecaffeine.com/,VIEW ALL CASE STUDIES,VIEW ALL CASE STUDIES,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_82b0fb336089.png
https://www.bluecaffeine.com/,VIEW ALL CASE STUDIES,VIEW ALL CASE STUDIES,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_36dfada26c44.png
https://www.bluecaffeine.com/,SUBMIT NOW,SUBMIT NOW,functional,buttons,True,False,False,False,False,True,crawled_images/bluecaffeine_com_0324_0521/functional/buttons/btn_514ad59caf58.png
